itemCode,prodOrder,projectCode,customer,description,status
C431D40C054202,PD2517935,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02-2 เหล็กฉากตึงโซ่ตัวยาว (สตัด M12),Completed
SO2500003,PD2517936,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-09-1 คานยึดชุด Feed Pop-Up Swing AAI (W1100),Completed
C5A1517I014E01,PD2517936,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-09-1 คานยึดชุด Feed Pop-Up Swing AAI (W1100),Completed
SO2500003,PD2517937,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-05-1 คานยึดชุด Feed Pop-Up AAI (W1100 H390),Completed
CI71012I014A01,PD2517937,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-05-1 คานยึดชุด Feed Pop-Up AAI (W1100 H390),Completed
SO2500003,PD2517938,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-03-1 Shuttle Railway L3500,Completed
C1B1O35B014101,PD2517938,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-03-1 Shuttle Railway L3500,Completed
SO2500003,PD2517939,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-03-2 Shuttle Railway L3500,Completed
C1B1O35B014102,PD2517939,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-03-2 Shuttle Railway L3500,Completed
SO2500003,PD2517940,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8-1 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B014A01,PD2517940,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8-1 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
SO2500003,PD2517941,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-04 เพลทเชื่อมยึดการ์ด,Completed
C431D40B014102,PD2517941,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-04 เพลทเชื่อมยึดการ์ด,Completed
SO2500003,PD2517942,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-04-1 Shuttle Railway L3500,Completed
C1B1O35B024101,PD2517942,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-04-1 Shuttle Railway L3500,Completed
SO2500003,PD2517943,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8-1 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B024301,PD2517943,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8-1 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1A1A15D014101,PD2517944,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-1 ขายึดการ์ด (เพลทยึด),Completed
SO2500003,PD2517944,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-1 ขายึดการ์ด (เพลทยึด),Completed
C1B1O35D024101,PD2517945,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-1 ขายึดการ์ดแป๊ปสี่เหลี่ยม (H120) W1100,Completed
SO2500003,PD2517945,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-1 ขายึดการ์ดแป๊ปสี่เหลี่ยม (H120) W1100,Completed
SO2500003,PD2517946,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-3 ขายึดการ์ดแป๊ปสี่เหลี่ยม (เพลทพับ),Completed
C1A1A15D014103,PD2517946,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-3 ขายึดการ์ดแป๊ปสี่เหลี่ยม (เพลทพับ),Completed
SO2500003,PD2517947,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-5 ขายึดการ์ดที่ 2 (เพลทเสริม),Completed
Z860000Z014110,PD2517947,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01-5 ขายึดการ์ดที่ 2 (เพลทเสริม),Completed
SO2500003,PD2517948,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02-2 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
C1B1O35D024201,PD2517948,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02-2 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
SO2500003,PD2517949,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-3 เพลากลม D25 (L132),Completed
C1A2B15D014102,PD2517949,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-3 เพลากลม D25 (L132),Completed
SO2500003,PD2517950,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03-2 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
C1B1O35D031101,PD2517950,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03-2 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
C1N1A18B01471A,PD2517951,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-1 Free Sprocket CV Shuttle Shaft L90mm,Completed
SO2500003,PD2517951,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-1 Free Sprocket CV Shuttle Shaft L90mm,Completed
SO2500003,PD2517952,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-2 Free Sprocket CV Shuttle Plate,Completed
C1M1B14C034102,PD2517952,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-2 Free Sprocket CV Shuttle Plate,Completed
SO2500003,PD2517953,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02-1 เหล็กฉากตึงโซ่ตัวยาว (เหล็กฉาก),Completed
C431D40C054201,PD2517953,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02-1 เหล็กฉากตึงโซ่ตัวยาว (เหล็กฉาก),Completed
SO2500003,PD2517954,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PA-01-7 ฐานล่าง Pop-Up AAI L1430 (แผ่นดำ),Completed
C5A1517A014106,PD2517954,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PA-01-7 ฐานล่าง Pop-Up AAI L1430 (แผ่นดำ),Completed
C115A60B011B00,PD2517955,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BG-01 Dowell Pin D15-L74 (M8x1.25),Completed
SO2500003,PD2517955,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BG-01 Dowell Pin D15-L74 (M8x1.25),Completed
SO2500003,PD2517956,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-04 ชุดเฟืองโซ่ตัวฟรี 50-2P_15ฟัน (หัว-ท้าย),Completed
C431D40C023000,PD2517956,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-04 ชุดเฟืองโซ่ตัวฟรี 50-2P_15ฟัน (หัว-ท้าย),Completed
SO2500003,PD2517957,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01-1 ล้อ MC NYLON ดันโซ่,Completed
C431D40B011901,PD2517957,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01-1 ล้อ MC NYLON ดันโซ่,Completed
SO2500003,PD2517995,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AMW-17-2 Chain Conveyor L3500 W1100 H390,Completed
C1B1A352000000,PD2517995,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AMW-17-2 Chain Conveyor L3500 W1100 H390,Completed
SO2500003,PD2517996,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-00 Stopper แป๊ปสีเหลี่ยม CV Shuttle D25 (W1100),Completed
C1B1A35D011000,PD2517996,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-00 Stopper แป๊ปสีเหลี่ยม CV Shuttle D25 (W1100),Completed
C1B1A35D021000,PD2517997,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02 Gurad Pallet CV Shuttle L3500 AMW-17-2,Completed
SO2500003,PD2517997,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02 Gurad Pallet CV Shuttle L3500 AMW-17-2,Completed
SO2500003,PD2517998,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03 Guard Chain CV3.5 AAI,Completed
C1B1A35D031000,PD2517998,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03 Guard Chain CV3.5 AAI,Completed
SO2500003,PD2517999,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-06 แผ่นยึด Profile Sensor 17-2,Completed
C1B1A35E011000,PD2517999,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-06 แผ่นยึด Profile Sensor 17-2,Completed
SO2500003,PD2518000,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-01-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35B011000,PD2518000,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-01-1 ชุดคาน Feed CV Shuttle-L3500,Completed
SO2500003,PD2518001,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-02-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35B021000,PD2518001,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-02-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35D011000,PD2518002,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01 Stopper Pallet CV Shuttle,Completed
SO2500003,PD2518002,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01 Stopper Pallet CV Shuttle,Completed
SO2500003,PD2518003,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-02 ขายึด SS CV Magazine Pallet H390 17-1,Completed
C1B1O35E021000,PD2518003,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-02 ขายึด SS CV Magazine Pallet H390 17-1,Completed
SO2500003,PD2518004,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-04 แผ่นยึด Reflector Stop Sensor,Completed
C1B1O35E041000,PD2518004,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-04 แผ่นยึด Reflector Stop Sensor,Completed
SO2500003,PD2518005,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),A0-00 ชุดขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A011000,PD2518005,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),A0-00 ชุดขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2518006,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),C0-01 ชุดเพลาส่งกำลัง 50-2P (W-1100) 1.1KW AMW-4-1,Completed
C1B2B14C011000,PD2518006,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),C0-01 ชุดเพลาส่งกำลัง 50-2P (W-1100) 1.1KW AMW-4-1,Completed
C1L2B14E021000,PD2518007,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-01 แผ่นพับยึด Sensor Swing 100,Completed
SO2500003,PD2518007,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-01 แผ่นพับยึด Sensor Swing 100,Completed
SO2500003,PD2518008,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-01 Free Sprocket #50-2P-15T CV Shuttle,Completed
C1N1A18B011700,PD2518008,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-01 Free Sprocket #50-2P-15T CV Shuttle,Completed
SO2500003,PD2518009,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24 ชุดแผ่นพับยึด Sensor,Completed
C1N1A18E011000,PD2518009,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24 ชุดแผ่นพับยึด Sensor,Completed
SO2500003,PD2518010,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25 ชุดแผ่นพับยึด Sensor Reflector,Completed
C1N1A18E021000,PD2518010,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25 ชุดแผ่นพับยึด Sensor Reflector,Completed
SO2500003,PD2518011,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ES-04 Shuttle Car Barcode AAI,Completed
C1N1A18E071000,PD2518011,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ES-04 Shuttle Car Barcode AAI,Completed
SO2500003,PD2518012,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01 ชุดล้อ MC NYLON ดันโซ่,Completed
C431D40B011900,PD2518012,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01 ชุดล้อ MC NYLON ดันโซ่,Completed
SO2500003,PD2518013,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 ชุดหูตึงโซ่ M12,Completed
C431D40C051000,PD2518013,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 ชุดหูตึงโซ่ M12,Completed
C115A60B011B00,PD2518014,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BG-01 Dowell Pin D15-L74 (M8x1.25),Completed
SO2500003,PD2518014,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BG-01 Dowell Pin D15-L74 (M8x1.25),Completed
SO2500003,PD2518015,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-03-1 Support Shuttle Railway L3500,Completed
C1B1O35B011100,PD2518015,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-03-1 Support Shuttle Railway L3500,Completed
SO2500003,PD2518016,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-1 Outside Feed Plate L3500,Completed
C1B1O35B011200,PD2518016,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-1 Outside Feed Plate L3500,Completed
SO2500003,PD2518017,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-10 เพลท Shim แผ่นประกบ,Completed
C1B1O35B011300,PD2518017,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-10 เพลท Shim แผ่นประกบ,Completed
SO2500003,PD2518018,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-2 C-Channel Top Feed L3500,Completed
C1B1O35B011400,PD2518018,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-2 C-Channel Top Feed L3500,Completed
SO2500003,PD2518019,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-3 C-Channel Bottom Feed L3500,Completed
C1B1O35B011500,PD2518019,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-3 C-Channel Bottom Feed L3500,Completed
SO2500003,PD2518020,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-4 เพลทปิดแผ่นประกบ CV H390,Completed
C1B1O35B011600,PD2518020,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-4 เพลทปิดแผ่นประกบ CV H390,Completed
SO2500003,PD2518021,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-5 เพลทปิดแผ่นประกบ CV H390,Completed
C1B1O35B011700,PD2518021,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-5 เพลทปิดแผ่นประกบ CV H390,Completed
SO2500003,PD2518022,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-6 Inside Feed Plate L3500,Completed
C1B1O35B011800,PD2518022,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-6 Inside Feed Plate L3500,Completed
SO2500003,PD2518023,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-7 Shuttle Railway L3500,Completed
C1B1O35B011900,PD2518023,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-7 Shuttle Railway L3500,Completed
SO2500003,PD2518024,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B011A00,PD2518024,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
SO2500003,PD2518025,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-9 เพลทปิดแผ่นประกบ H700,Completed
C1B1O35B011B00,PD2518025,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-9 เพลทปิดแผ่นประกบ H700,Completed
SO2500003,PD2518026,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BC-01 เพลทเพลา AMW-17-1,Completed
C1B1O35B011C00,PD2518026,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BC-01 เพลทเพลา AMW-17-1,Completed
SO2500003,PD2518027,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BD-01 เพลทมอเตอร์ AMW-17-1,Completed
C1B1O35B011D00,PD2518027,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BD-01 เพลทมอเตอร์ AMW-17-1,Completed
SO2500003,PD2518028,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BE-01 PE-1000 (N0.50-2P) L1900-P235 C1,Completed
C1B1O35B011E00,PD2518028,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BE-01 PE-1000 (N0.50-2P) L1900-P235 C1,Completed
SO2500003,PD2518029,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-00 Guard Pallet CV Shuttle W3500,Completed
C1B1O35B011F00,PD2518029,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-00 Guard Pallet CV Shuttle W3500,Completed
SO2500003,PD2518030,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-04-1 Support Shuttle Railway L3500,Completed
C1B1O35B021100,PD2518030,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-04-1 Support Shuttle Railway L3500,Completed
SO2500003,PD2518031,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-7 Shuttle Railway L3500,Completed
C1B1O35B021200,PD2518031,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-7 Shuttle Railway L3500,Completed
SO2500003,PD2518032,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B021300,PD2518032,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
SO2500003,PD2518033,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-1 Stopper Pallet CV Shuttle Plate,Completed
C1B1O35D014100,PD2518033,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-1 Stopper Pallet CV Shuttle Plate,Completed
SO2500003,PD2518034,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-2 Stopper Pallet CV Shuttle SQ Tube,Completed
C1B1O35D014200,PD2518034,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-2 Stopper Pallet CV Shuttle SQ Tube,Completed
SO2500003,PD2518035,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-00 แบบเชื่อมขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A011100,PD2518035,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-00 แบบเชื่อมขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2518036,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CD-02 ฐานมอเตอร์เกียร์_ABB AMW-4-1,Completed
C1B2B14C011100,PD2518036,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CD-02 ฐานมอเตอร์เกียร์_ABB AMW-4-1,Completed
SO2500003,PD2518037,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03 ขา Support-CV (H-450 W-1100),Completed
C1K2F20A011200,PD2518037,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03 ขา Support-CV (H-450 W-1100),Completed
SO2500003,PD2518038,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-4 ขาปรับระดับ M16 (สตัด),Completed
C1K2F20A011300,PD2518038,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-4 ขาปรับระดับ M16 (สตัด),Completed
SO2500003,PD2518039,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-0 Free Sprocket CV Shuttle L90mm,Completed
C1N1A18B011701,PD2518039,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-0 Free Sprocket CV Shuttle L90mm,Completed
SO2500003,PD2518040,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-0 Free Sprocket Bush ID20-OD26.5-L30,Completed
C1N1A18B011702,PD2518040,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-0 Free Sprocket Bush ID20-OD26.5-L30,Completed
SO2500003,PD2518041,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-1 แผ่นพับยึด Sensor,Completed
C1N1A18E011100,PD2518041,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-1 แผ่นพับยึด Sensor,Completed
SO2500003,PD2518042,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-2 แผ่นพับยึด Sensor,Completed
C1N1A18E011200,PD2518042,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-2 แผ่นพับยึด Sensor,Completed
SO2500003,PD2518043,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25-1 แผ่นพับยึด Sensor Reflector,Completed
C1N1A18E021100,PD2518043,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25-1 แผ่นพับยึด Sensor Reflector,Completed
SO2500003,PD2518044,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-00 เพลาส่งกำลัง+ลิ่ม+ไม่ยอย (W-1100),Completed
C351M31C011100,PD2518044,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-00 เพลาส่งกำลัง+ลิ่ม+ไม่ยอย (W-1100),Completed
C431D40C054200,PD2518045,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02 เหล็กฉากตึงโซ่ตัวยาว M12,Completed
