itemCode,prodOrder,projectCode,customer,description,status
C1A2B25B021100,PD2308712,,Service Order,BA-02 คาน Feed CV-L2500,Completed
C5D1B12B021300,PD2308744,,Service Order,PB-02 ลูกเบี้ยว-1 D170-H35,Completed
Z670215Z101101,PD2408169,,Service Order,ชุดลูกปืนอาร์มพร้อมแกน NUTR17-A,Ready to Start
Z930101A011127,PD2408193,,Service Order,ชุดล้อตาม SRM,Ready to Start
B942023Z101101,PD2408242,,Service Order,A0001-03-048 เฟืองโซ่ 80-2 19 ฟัน,Completed
B942023Z101101,PD2408243,,Service Order,A0001-03-048 เฟืองโซ่ 80-2 19 ฟัน,Completed
B9420230099402,PD2408244,,Service Order,A0001-03-049 เฟืองโซ่ 80-2 15 ฟัน,Completed
B9420230099402,PD2408245,,Service Order,A0001-03-049 เฟืองโซ่ 80-2 15 ฟัน,Completed
C1H4D18C011000,PD2409772,,Service Order,CA-00 เฟืองโซ่ คู่มีดุม #50-2P-15ฟัน (STD AMW),Completed
C1H4D18C021000,PD2409773,,Service Order,CE-00 เฟืองโซ่ คู่มีดุม #50-2P-21ฟัน เพลา30มม (STD AMW),Completed
Z930101A011101,PD2409899,,Service Order,A0001-00-529 แบบประกอบตุ๊กตา,Active
MODJIG2301P017,PD2410491,,Service Order,Plate table for TM3,Completed
MODJIG2301P017,PD2500676,,Service Order,Plate table for TM3,Ready to Start
MODJIG2301P015,PD2501100,,Service Order,Plate table for VF7,Active
AS2300009,PD2506305,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,00-Assembly Lift ground,Ready to Start
LA115180000000,PD2506305,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,00-Assembly Lift ground,Ready to Start
AS2300009,PD2506306,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-1-Assembly lifting cradle,Ready to Start
LA11518A011000,PD2506306,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-1-Assembly lifting cradle,Ready to Start
AS2300009,PD2506307,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-56-Shaft drive sprocket,Completed
LA11518A021000,PD2506307,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-56-Shaft drive sprocket,Completed
AS2300009,PD2506308,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-57-เพลายึดกระเช้า-1,Ready to Start
LA11518A041000,PD2506308,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-57-เพลายึดกระเช้า-1,Ready to Start
LA11518A051000,PD2506309,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-117-รางไกด์-1,Ready to Start
AS2300009,PD2506309,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-117-รางไกด์-1,Ready to Start
AS2300009,PD2506310,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-96-แบบประกอบผนัง R มอเตอร์,Ready to Start
LA11518A061000,PD2506310,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-96-แบบประกอบผนัง R มอเตอร์,Ready to Start
AS2300009,PD2506311,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-74-แบบประกอบผนัง L,Ready to Start
LA11518A071000,PD2506311,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-74-แบบประกอบผนัง L,Ready to Start
AS2300009,PD2506312,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-66-แบบประกอบชุดหิ้ว-1,Ready to Start
LA11518A091000,PD2506312,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-66-แบบประกอบชุดหิ้ว-1,Ready to Start
AS2300009,PD2506313,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-54-Plate ยึดแกนสไลด์-2,Ready to Start
LA11518A101000,PD2506313,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-54-Plate ยึดแกนสไลด์-2,Ready to Start
AS2300009,PD2506314,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-60-แกนสไลด์แบบปรับ,Ready to Start
LA11518A121000,PD2506314,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-60-แกนสไลด์แบบปรับ,Ready to Start
AS2300009,PD2506315,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01--55-Plateยึดแกนสไลด์ปรับได้-3,Ready to Start
LA11518A131000,PD2506315,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01--55-Plateยึดแกนสไลด์ปรับได้-3,Ready to Start
LA11518A141000,PD2506316,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-58-เฟืองเพลาขับมอเตอร์-1,Ready to Start
AS2300009,PD2506316,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-58-เฟืองเพลาขับมอเตอร์-1,Ready to Start
AS2300009,PD2506317,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-116-แผ่นปิดท้ายเพลาขับมอเตอร์-1,Ready to Start
LA11518A151000,PD2506317,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-116-แผ่นปิดท้ายเพลาขับมอเตอร์-1,Ready to Start
AS2300009,PD2506318,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-120-ลิ่มเฟืองมอเตอร์-1,Ready to Start
LA11518A161000,PD2506318,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-120-ลิ่มเฟืองมอเตอร์-1,Ready to Start
AS2300009,PD2506319,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-118-ลิ่ม Motor lift-1,Ready to Start
LA11518A171000,PD2506319,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-118-ลิ่ม Motor lift-1,Ready to Start
AS2300009,PD2506320,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-64-แบบประกอบชุดดันโซ่บน-1,Ready to Start
LA11518A181000,PD2506320,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-64-แบบประกอบชุดดันโซ่บน-1,Ready to Start
AS2300009,PD2506321,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-5-Weld lifting cradle,Planned
LA11518A011200,PD2506321,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-5-Weld lifting cradle,Planned
AS2300009,PD2506322,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-2-Part support roller,Ready to Start
LA11518A014300,PD2506322,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-2-Part support roller,Ready to Start
AS2300009,PD2506323,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-3-Part support roller-R,Ready to Start
LA11518A011400,PD2506323,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-3-Part support roller-R,Ready to Start
AS2300009,PD2506324,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-41-แบบประกอบชุดขาตั้งมอเตอร์-1,Ready to Start
LA11518A011500,PD2506324,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-41-แบบประกอบชุดขาตั้งมอเตอร์-1,Ready to Start
LA11518A011600,PD2506325,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-33-แบบประกอบ Roller เฟืองคู่-2,Ready to Start
AS2300009,PD2506325,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-33-แบบประกอบ Roller เฟืองคู่-2,Ready to Start
LA11518A011700,PD2506326,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-29-แบบประกอบ Roller เฟืองเดี่ยว,Ready to Start
AS2300009,PD2506326,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-29-แบบประกอบ Roller เฟืองเดี่ยว,Ready to Start
AS2300009,PD2506327,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-36-แบบประกอบ Roller ยาว,Ready to Start
LA11518A011800,PD2506327,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-36-แบบประกอบ Roller ยาว,Ready to Start
AS2300009,PD2506328,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-24-แบบประกอบ Free Roller-1,Ready to Start
LA11518A011900,PD2506328,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-24-แบบประกอบ Free Roller-1,Ready to Start
AS2300009,PD2506329,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-4-Plate ตรึงโซ่,Ready to Start
LA11518A011A00,PD2506329,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-4-Plate ตรึงโซ่,Ready to Start
AS2300009,PD2506330,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-121-MC รองโซ่Roller,Completed
LA11518A011100,PD2506330,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-121-MC รองโซ่Roller,Completed
AS2300009,PD2506331,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-97-Weld lift grond-R,Planned
LA11518A061100,PD2506331,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-97-Weld lift grond-R,Planned
AS2300009,PD2506332,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-95-แผ่นปิดท้ายเพลา,Ready to Start
LA11518A061200,PD2506332,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-95-แผ่นปิดท้ายเพลา,Ready to Start
LA11518A061300,PD2506333,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-90-แบบประกอบเฟืองคู่-1,Ready to Start
AS2300009,PD2506333,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-90-แบบประกอบเฟืองคู่-1,Ready to Start
LA11518A061400,PD2506334,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-85-แบบประกอบเฟืองเดี่ยว-1,Ready to Start
AS2300009,PD2506334,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-85-แบบประกอบเฟืองเดี่ยว-1,Ready to Start
AS2300009,PD2506335,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-113Weld Support Torque Arm,Planned
LA11518A064102,PD2506335,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-113Weld Support Torque Arm,Planned
AS2300009,PD2506336,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-75-Weld lift grond-L,Planned
LA11518A071100,PD2506336,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-75-Weld lift grond-L,Planned
AS2300009,PD2506337,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-70-แบบเชื่อมชุดหิ้ว Platform,Planned
LA11518A091100,PD2506337,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-70-แบบเชื่อมชุดหิ้ว Platform,Planned
LA11518A091200,PD2506338,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-67-MC Slide-4,Completed
AS2300009,PD2506338,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-67-MC Slide-4,Completed
AS2300009,PD2506339,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-69-เพลาล็อคโซ่-2,Ready to Start
LA11518A091300,PD2506339,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-69-เพลาล็อคโซ่-2,Ready to Start
AS2300009,PD2506340,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-68-Lock chain-2,Ready to Start
LA11518A091400,PD2506340,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-68-Lock chain-2,Ready to Start
AS2300009,PD2506341,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-111แบบเชื่อมดันโซ่-1,Planned
LA11518A181300,PD2506341,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-111แบบเชื่อมดันโซ่-1,Planned
LA11518A181400,PD2506342,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-128-เฟืองดุมดันโซ่RS60,Ready to Start
AS2300009,PD2506342,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-128-เฟืองดุมดันโซ่RS60,Ready to Start
AS2300009,PD2506343,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-109-Bush bearing-1,Ready to Start
LA11518A181100,PD2506343,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-109-Bush bearing-1,Ready to Start
AS2300009,PD2506344,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-110-ฝาปิดเพลา-1,Ready to Start
LA11518A181200,PD2506344,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-110-ฝาปิดเพลา-1,Ready to Start
AS2300009,PD2506345,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-21-คานPlatform-1,Ready to Start
LA11518A014209,PD2506345,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-21-คานPlatform-1,Ready to Start
AS2300009,PD2506346,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-22-คานPlatform-2,Ready to Start
LA11518A014210,PD2506346,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-22-คานPlatform-2,Ready to Start
LA11518A014211,PD2506347,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-9-Part support roller-6,Ready to Start
AS2300009,PD2506347,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-9-Part support roller-6,Ready to Start
AS2300009,PD2506348,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-23-ปลอกเพลา-1,Ready to Start
LA11518A014212,PD2506348,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-23-ปลอกเพลา-1,Ready to Start
AS2300009,PD2506349,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-16-Plateปิดท้าย Platform-1,Ready to Start
LA11518A014213,PD2506349,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-16-Plateปิดท้าย Platform-1,Ready to Start
AS2300009,PD2506350,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-17-Plateปิดท้าย Platform-2,Ready to Start
LA11518A014214,PD2506350,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-17-Plateปิดท้าย Platform-2,Ready to Start
AS2300009,PD2506351,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-18-SupportRoller-1,Ready to Start
LA11518A014215,PD2506351,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-18-SupportRoller-1,Ready to Start
LA11518A014216,PD2506352,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-12-Plate ปิด หัวราง Roller,Ready to Start
AS2300009,PD2506352,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-12-Plate ปิด หัวราง Roller,Ready to Start
AS2300009,PD2506353,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-20-เหล็กรางพับ R-1,Ready to Start
LA11518A014201,PD2506353,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-20-เหล็กรางพับ R-1,Ready to Start
AS2300009,PD2506354,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-7-Part support roller-2,Ready to Start
LA11518A014202,PD2506354,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-7-Part support roller-2,Ready to Start
LA11518A014203,PD2506355,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-19-เหล็กรางพับ L-1,Ready to Start
AS2300009,PD2506355,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-19-เหล็กรางพับ L-1,Ready to Start
AS2300009,PD2506356,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-8-Part support roller-3,Ready to Start
LA11518A014204,PD2506356,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-8-Part support roller-3,Ready to Start
LA11518A014205,PD2506357,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-11-Disc Plate Roller-2,Ready to Start
AS2300009,PD2506357,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-11-Disc Plate Roller-2,Ready to Start
AS2300009,PD2506358,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-10-Disc Plate Roller-1,Ready to Start
LA11518A014206,PD2506358,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-10-Disc Plate Roller-1,Ready to Start
LA11518A014207,PD2506359,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-14-PlateSupport กระเช้า,Ready to Start
AS2300009,PD2506359,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-14-PlateSupport กระเช้า,Ready to Start
LA11518A014208,PD2506360,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-15-PlateSupport กระเช้า-3,Ready to Start
AS2300009,PD2506360,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-15-PlateSupport กระเช้า-3,Ready to Start
AS2300009,PD2506361,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-45-แบบเชื่อม Support Motor 1,Planned
LA11518A011501,PD2506361,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-45-แบบเชื่อม Support Motor 1,Planned
AS2300009,PD2506362,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-42-Shaft for drive-1,Ready to Start
LA11518A011502,PD2506362,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-42-Shaft for drive-1,Ready to Start
LA11518A011503,PD2506363,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-51-ลิ่มเพลา Motor Roller,Ready to Start
AS2300009,PD2506363,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-51-ลิ่มเพลา Motor Roller,Ready to Start
AS2300009,PD2506364,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-43-Plate ปิดหัวเพลา,Ready to Start
LA11518A014504,PD2506364,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-43-Plate ปิดหัวเพลา,Ready to Start
LA11518A011505,PD2506365,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-52-ลิ่มเพลาเฟืองขับ-1,Ready to Start
AS2300009,PD2506365,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-52-ลิ่มเพลาเฟืองขับ-1,Ready to Start
LA11518A011506,PD2506366,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-44-เฟืองมอเตอร์ Drive Roller,Ready to Start
AS2300009,PD2506366,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-44-เฟืองมอเตอร์ Drive Roller,Ready to Start
AS2300009,PD2506367,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-48-แบบเชื่อมชุดดันโซ่-1,Planned
LA11518A011507,PD2506367,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-48-แบบเชื่อมชุดดันโซ่-1,Planned
AS2300009,PD2506368,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-50-เฟืองดุมดันโซ่-1,Ready to Start
LA11518A01157B,PD2506368,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-50-เฟืองดุมดันโซ่-1,Ready to Start
AS2300009,PD2506369,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-34-เพลา Roller2-3,Ready to Start
LA11518A011603,PD2506369,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-34-เพลา Roller2-3,Ready to Start
AS2300009,PD2506370,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-35-แบบเชื่อม Roller เฟืองคู่,Planned
LA11518A011601,PD2506370,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-35-แบบเชื่อม Roller เฟืองคู่,Planned
AS2300009,PD2506371,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-30-แบบเชื่อม Roller เฟืองเดี่ยว,Planned
LA11518A011701,PD2506371,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-30-แบบเชื่อม Roller เฟืองเดี่ยว,Planned
AS2300009,PD2506372,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-32-เพลา Roller2-2,Ready to Start
LA11518A011702,PD2506372,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-32-เพลา Roller2-2,Ready to Start
AS2300009,PD2506373,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-38-แบบเชื่อม Roller ยาว,Planned
LA11518A011801,PD2506373,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-38-แบบเชื่อม Roller ยาว,Planned
AS2300009,PD2506374,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-37-เพลา Roller-ยาว,Completed
LA11518A014802,PD2506374,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-37-เพลา Roller-ยาว,Completed
AS2300009,PD2506375,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-26-แบบเชื่อม free Roller-1,Planned
LA11518A011901,PD2506375,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-26-แบบเชื่อม free Roller-1,Planned
AS2300009,PD2506376,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-25-เพลา Free Roller-1,Ready to Start
LA11518A014902,PD2506376,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-25-เพลา Free Roller-1,Ready to Start
AS2300009,PD2506377,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-99-Plate ฐานผนัง,Ready to Start
LA11518A064110,PD2506377,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-99-Plate ฐานผนัง,Ready to Start
AS2300009,PD2506378,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-76-Base plateผนัง-3,Ready to Start
LA11518A064111,PD2506378,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-76-Base plateผนัง-3,Ready to Start
AS2300009,PD2506379,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-81-Plateเสาค้ำ-1,Ready to Start
LA11518A064103,PD2506379,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-81-Plateเสาค้ำ-1,Ready to Start
AS2300009,PD2506380,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-98-Body plate Lift ground-R,Ready to Start
LA11518A064104,PD2506380,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-98-Body plate Lift ground-R,Ready to Start
AS2300009,PD2506381,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-100-Plate เชื่อมTorque Arm,Ready to Start
LA11518A064105,PD2506381,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-100-Plate เชื่อมTorque Arm,Ready to Start
AS2300009,PD2506382,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-79-Plate เชื่อมยึดตุ๊กตา-1,Completed
LA11518A064106,PD2506382,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-79-Plate เชื่อมยึดตุ๊กตา-1,Completed
AS2300009,PD2506383,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-104-แบบเชื่อมผนังสไลด์,Planned
LA11518A064107,PD2506383,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-104-แบบเชื่อมผนังสไลด์,Planned
AS2300009,PD2506384,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-82-แกนปรับตั้ง-1,Ready to Start
LA11518A064108,PD2506384,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-82-แกนปรับตั้ง-1,Ready to Start
AS2300009,PD2506385,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-102-แบบเชื่อมผนังสไลด์ R2,Planned
LA11518A064109,PD2506385,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-102-แบบเชื่อมผนังสไลด์ R2,Planned
AS2300009,PD2506386,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-107-แบบเชื่อม Support Sproket,Planned
LA11518A064101,PD2506386,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-107-แบบเชื่อม Support Sproket,Planned
AS2300009,PD2506387,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-126-Body plate Lift ground-R-2,Ready to Start
LA11518A064112,PD2506387,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-126-Body plate Lift ground-R-2,Ready to Start
LA11518A061301,PD2506388,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-94-แผ่นปิดหัวเพลา-2,Ready to Start
AS2300009,PD2506388,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-94-แผ่นปิดหัวเพลา-2,Ready to Start
AS2300009,PD2506389,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-93-เฟืองคู่ RS60,Ready to Start
LA11518A061302,PD2506389,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-93-เฟืองคู่ RS60,Ready to Start
LA11518A061303,PD2506390,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-92-เพลาเฟืองขับ-1,Ready to Start
AS2300009,PD2506390,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-92-เพลาเฟืองขับ-1,Ready to Start
LA11518A061304,PD2506391,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-91-Bush-6,Ready to Start
AS2300009,PD2506391,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-91-Bush-6,Ready to Start
AS2300009,PD2506392,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-88-เพลาเฟืองสั้น-1,Ready to Start
LA11518A061401,PD2506392,AS2300009,Lift Ground (Jack screw) 6 Set 22/11/66-30/06/67,01-88-เพลาเฟืองสั้น-1,Ready to Start
