id,itemCode,itemName,projectCode,machineName,old_prodOrder,matched_prodOrder,status,source,matched_project
item-1,B231221K131100,2-58 แกนยึด Encoder TRD-NH1000-RZ KOYO,BDM250044,MDPB-26-0165,PD2400326,,UNMATCHED (Standard Buy Part),,
item-2,Z670215Z011123,1-43 แกนยึดเฟืองโซ่ ตัวล่างคู่,BDM250015,MDPB-26-0099,PD2603204-3207,PD2603206,MATCHED,Data (Exact Proj+Item),BDM250015
item-3,Z670215Z011129,1-32 ปลอกดัน MC ไนล่อน,BDM250015,MDPB-26-0099,PD2603204-3207,PD2603205,MATCHED,Data (Exact Proj+Item),BDM250015
item-4,Z670215Z011125,1-46 BUSH เฟืองโซ่ล่าง,BDM250015,MDPB-26-0099,PD2603204-3207,PD2603204,MATCHED,Data (Exact Proj+Item),BDM250015
item-5,Z930103A011119,1-44 แกนยึดเฟืองโซ่ ตัวล่างเดี่ยว,BDM250015,MDPB-26-0099,BM2600186,PD2603207,MATCHED,Data (Exact Proj+Item),BDM250015
item-6,2090805102,เฟืองโซ่ คู่มีดุม 2 ด้าน #60*15ฟัน DWG.Q0103-01-04,BDM250015,MDPB-26-0099,BM2600186,,UNMATCHED (Standard Buy Part),,
item-7,2430320001,ลูกปืน เม็ดกลม 60 06 ZZ NTN,BDM250015,MDPB-26-0099,BM2600186,"PD2606597, PD2604928, PD2520991 (+2 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-8,2090804102,เฟืองโซ่ คู่มีดุม 2 ด้าน #60*19ฟัน DWG.Q0103-01-05,BDM250015,MDPB-26-0099,BM2600186,,UNMATCHED (Standard Buy Part),,
item-9,2430110003,ลูกปืน ROLLER NUP 208 EPC SKF,BDM250015,MDPB-26-0099,BM2600186,PD2521483,MATCHED,Plan+Mat (Item/Mat Code),
item-10,B631526A011303,1-37 Shaft for Drive Wheel 1,BDM26002,MDPB-26-0063,PD2605058-PD2605060,,UNMATCHED (Standard Buy Part),,
item-11,B631526A011304,1-38 Shaft for Idel Wheel 1,BDM26002,MDPB-26-0063,,PD2604595,MATCHED,Data (Item Code),SO2600001
item-12,B631526A011313,1-36 Wheel,BDM26002,MDPB-26-0063,,,UNMATCHED (Standard Buy Part),,
item-13,2T20200000,ตลับลูกปืน 22220EAD1C3,BDM26002,MDPB-26-0063,,"PD2604568, PD2604567, PD2601355 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-14,2C00800001,POWER LOCK PL120X165 AD-N TSUBAKI,BDM26002,MDPB-26-0063,,"PD2604568, PD2604567, PD2601355 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-15,2A01500001,LOCK WASHER AW20 NTN,BDM26002,MDPB-26-0063,,"PD2604568, PD2604567, PD2601355 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-16,2991400001,LOCK NUT AN20 NTN,BDM26002,MDPB-26-0063,,"PD2604568, PD2604567, PD2601355 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-17,2234100000,ซีลน้ำมัน TC 120-160-12 NBR,BDM26002,MDPB-26-0063,,"PD2604568, PD2604567, PD2601355 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-18,2480406400,สกรูหัวจม M8x1.25 x30 mm รมดำ แข็ง 12,BDM26002,MDPB-26-0063,,,UNMATCHED (Standard Buy Part),,
item-19,2480813100,สกรูหัวจม M16X2 X60 MM ชุบซิงค์ แข็ง12.9,BDM26002,MDPB-26-0063,,"PD2604566, PD2601355, PD2601354 (+2 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),MA2400053
item-20,Z930103A011142,2-19 ชุดล้อประคองกลาง,BDM250028,MDBP-26-0126,PD2604773,,UNMATCHED (Standard Buy Part),,
item-21,B9420230499202,A0001-00-505 ประกอบล้อประครองบน,BDM250028,MDBP-26-0126,PD2604772,,UNMATCHED (Standard Buy Part),,
item-22,7020204104,เทปกันลื่น สีดำ ANTI SLIP TAPE หน้ากว้าง 50CM. ยาว 18M,BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-23,E010102001,น้ำมัน เกียร์ # 220 บรรจุ 20ลิตร Shell Omala,BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-24,E010104001,น้ำมัน เกียร์ SHELL OMALA S2 GX 150 บรรจุ 20ลิตร,BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-25,F370801001,"พัดลมระบายอากาศ 4.5"" รุ่น WB123H7PS-A2L-G WINDSTORM",BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-26,F363805003,"อินเวอร์เตอร์ FR-E840-1.5K-1 E800 Series, 400V, 1.5Kw MITSUBISHI",BDM250028,MDBP-26-0126,,"PD2607123, PD2607122, PD2602179 (+4 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-27,F340208000,เซนเซอร์ Reflextor PRK5B/2 (รุ่นใหม่) + TKS 60X40,BDM250028,MDBP-26-0126,,"PD2607315, PD2607314, PD2602456 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-28,FI50100002,แผ่นสะท้อน TKS 40X60 LEUZE,BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-29,F340133002,เซนเซอร์ แบบ Photo LS5B/9 PN : 50145238 + LE5B/N PN : 50145228,BDM250028,MDBP-26-0126,,,UNMATCHED (Standard Buy Part),,
item-30,B942023Z011107,EN-01-00 ชุดล้อขับ SRM 2ARM SD,BDM260010,MDPB-26-0112,PD2603618-PD2603636,PD2603618,MATCHED,Data (Exact Proj+Item),BDM260010
item-31,B942023Z011108,EN-02-00 ชุดล้อตาม SRM 2ARM SD,BDM260010,MDPB-26-0112,,PD2603619,MATCHED,Data (Exact Proj+Item),BDM260010
item-32,B9420230100411,A0001-11-031 แผ่นปิดลูกปืนล้อ,BDM260010,MDPB-26-0112,,PD2603620,MATCHED,Data (Exact Proj+Item),BDM260010
item-33,B9420230100412,A0001-03-028 แผ่นปิดปลายเพลา,BDM260010,MDPB-26-0112,,PD2603621,MATCHED,Data (Exact Proj+Item),BDM260010
item-34,B9420230100413,A0001-00-133 แผ่นล็อคน๊อตคลาย,BDM260010,MDPB-26-0112,,PD2603622,MATCHED,Data (Exact Proj+Item),BDM260010
item-35,B9420230100421,A0001-11-115 ตุ๊กตาลูกปืนล้อ 1 ( Rev.2 ),BDM260010,MDPB-26-0112,,PD2603623,MATCHED,Data (Exact Proj+Item),BDM260010
item-36,B9420230100422,A0001-11-116 ตุ๊กตาลูกปืนล้อ 2 ( Rev.2 ),BDM260010,MDPB-26-0112,,PD2603624,MATCHED,Data (Exact Proj+Item),BDM260010
item-37,B9420230105201,A0001-11-105 ประกอบล้อหลังกับเพลา,BDM260010,MDPB-26-0112,,PD2603625,MATCHED,Data (Exact Proj+Item),BDM260010
item-38,B9420230106201,A0001-11-106 ประกอบล้อหน้ากับเพลา,BDM260010,MDPB-26-0112,,PD2603626,MATCHED,Data (Exact Proj+Item),BDM260010
item-39,B942023Z011109,A0001-13-01 แผ่นปิดลูกปืนล้อ,BDM260010,MDPB-26-0112,,PD2603627,MATCHED,Data (Exact Proj+Item),BDM260010
item-40,B942023Z011110,A0001-13-02 แผ่นเสริมซีลน้ำมัน,BDM260010,MDPB-26-0112,,PD2603628,MATCHED,Data (Exact Proj+Item),BDM260010
item-41,B942023Z011111,A0001-13-03 BUSH เสริมซีลน้ำมัน,BDM260010,MDPB-26-0112,,PD2603629,MATCHED,Data (Exact Proj+Item),BDM260010
item-42,B942023Z011113,A0001-13-05 ปลอกเพลาขับแกน X,BDM260010,MDPB-26-0112,,PD2603630,MATCHED,Data (Exact Proj+Item),BDM260010
item-43,B9420230105401,A0001-11-003 เพลาขับแกน X,BDM260010,MDPB-26-0112,,PD2603631,MATCHED,Data (Exact Proj+Item),BDM260010
item-44,B9420230105403,A0001-11-005 ลิ่ม 25x14x55,BDM260010,MDPB-26-0112,,PD2603632,MATCHED,Data (Exact Proj+Item),BDM260010
item-45,B9420230105402,A0001-11-004 ล้อหลัง,BDM260010,MDPB-26-0112,,PD2603633,MATCHED,Data (Exact Proj+Item),BDM260010
item-46,B9420230100403,A0001-00-106 ลื่มใหม่,BDM260010,MDPB-26-0112,,PD2603634,MATCHED,Data (Exact Proj+Item),BDM260010
item-47,B9420230106401,A0001-11-006 เพลาล้อหน้า,BDM260010,MDPB-26-0112,,PD2603635,MATCHED,Data (Exact Proj+Item),BDM260010
item-48,B9420230106402,A0001-11-007 ล้อหน้า,BDM260010,MDPB-26-0112,,PD2603636,MATCHED,Data (Exact Proj+Item),BDM260010
item-49,Z930103A011132,2-24 ชุดล้อข้าง,BDM250046,MDPB-26-0139,,PD2607676,MATCHED,Data (Item Code),BDM250040
item-50,Z930106A021102,1-17 แบบประกอบล้อหลัง TSPK,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-51,Z930101A011128,1-15 แบบประกอบล้อหน้าBV(แบบใหม่),BDM250046,MDPB-26-0139,,"PD2606955, PD2602464, PD2600941",MATCHED,Data (Item Code),BDM250015
item-52,Z680000Z021101,Plate OD.85 mm,BDM250046,MDPB-26-0139,,PD2521479,MATCHED,Data (Item Code),
item-53,Z670215Z091106,Plate Shim ID.65.2 OD.85 mm.( 0.5 mm.),BDM250046,MDPB-26-0139,,"PD2607608, PD2521480",MATCHED,Data (Item Code),
item-54,Z930103A011131,ล้อประคอง Service 28-May-21,BDM250046,MDPB-26-0139,,"PD2602471, PD2600944",MATCHED,Data (Item Code),BDM250015
item-55,Z680000Z071000,A0001-00-518 ประกอบ ฐานเฟืองโซ่คู่,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-56,Z680000Z081000,A0001-00-519 ประกอบ ฐานเฟืองโซ่เดี่ยว,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-57,Z680000Z131000,1-213 ชุดเฟืองโซ่เสาหลัง 11 ฟัน,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-58,Z680000Z121000,2-54 ชุดแกนล็อคโซ่บน,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-59,Z680000Z111000,2-53 ชุดแกนล็อคโซ่ล่าง,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-60,Z680000Z141000,1-214 ชุดเฟืองโซ่เสาหลัง 15 ฟัน,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-61,Z680000Z101000,1-212 ชุดฐานเฟืองโซ่ตัวบนเดี่ยว,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-62,Z680000Z091000,1-211 ชุดฐานเฟืองโซ่ตัวบนคู่,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-63,FI50100002,แผ่นสะท้อน TKS 40X60 LEUZE,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-64,2231601000,ซีลน้ำมัน TC 65x100x8 NRB,BDM250046,MDPB-26-0139,,"PD2606947, PD2602463, PD2600940 (+2 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),
item-65,2430101001,ลูกปืน ROLLER 21 313 D1 NTN,BDM250046,MDPB-26-0139,,"PD2606947, PD2602463, PD2600940 (+2 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),
item-66,2162401002,"โซ่เฟือง RS100-2,P=1.1/4"" COTTERED CHAIN TSUBAKI",BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-67,2181901001,"ข้อต่อโซ่ RS100-2,P=1.1/4"" CONNECTING LINK TSUBAK",BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-68,7020204104,เทปกันลื่น สีดำ ANTI SLIP TAPE หน้ากว้าง 50CM. ยา,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-69,F370801001,"พัดลมระบายอากาศ 4.5"" รุ่น WB123H7PS-A2L-G WINDSTO",BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-70,2G10500000,DISC SPRING SIZE : 12.5 X 6.2 X 0.7,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-71,7010201002,ปูนซิเมนต์ NON-SHING SILKA GROUT 212-11 25KGS/ถุง,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-72,F363805003,"อินเวอร์เตอร์ FR-E840-1.5K-1 E800 Series, 400V, 1",BDM250046,MDPB-26-0139,,"PD2607123, PD2607122, PD2602179 (+4 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-73,2430508000,ลูกปืน CAM FOLLOWER มีซีลกันฝุ่น VBUUR CF6-D16,BDM250046,MDPB-26-0139,,,UNMATCHED (Standard Buy Part),,
item-74,F720102100,สายสัญญาณ LIYY:PVC 16x0.25 SQMM แกนไม่ซ้ำสี ไม่มีซ,BDM250046,MDPB-26-0139,,"PD2607596, PD2604673, PD2602456 (+3 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-75,Z6C0112A021102,A0001-00-105 ลิ่ม 20x12x60,BDM250024,MDPB-26-0129,PD2604656-PD2604671,PD2607602,MATCHED,Data (Item Code),SR2600017
item-76,Z6C0112A021103,A0001-03-013 เพลาขับแกน X,BDM250024,MDPB-26-0129,,PD2607603,MATCHED,Data (Item Code),SR2600017
item-77,Z6C0112A021104,A0001-03-015 ล้อหลัง,BDM250024,MDPB-26-0129,,PD2607604,MATCHED,Data (Item Code),SR2600017
item-78,Z6C0112A021105,A0001-00-106 ลื่มใหม่,BDM250024,MDPB-26-0129,,PD2607605,MATCHED,Data (Item Code),SR2600017
item-79,Z6C0112A021101,A0001-03-108 ประกอบล้อหลังกับเพลา,BDM250024,MDPB-26-0129,,PD2607607,MATCHED,Data (Item Code),SR2600017
item-80,Z6C0112A011102,A0001-03-029 เพลาล้อหน้า,BDM250024,MDPB-26-0129,,PD2607600,MATCHED,Data (Item Code),SR2600017
item-81,Z6C0112A011103,A0001-03-030 ล้อหน้า,BDM250024,MDPB-26-0129,,PD2607601,MATCHED,Data (Item Code),SR2600017
item-82,Z6C0112A011101,A0001-03-109 ประกอบล้อหน้ากับเพลา,BDM250024,MDPB-26-0129,,PD2607606,MATCHED,Data (Item Code),SR2600017
item-83,Z670215Z091106,Plate Shim ID.65.2 OD.85 mm.( 0.5 mm.),BDM250024,MDPB-26-0129,,"PD2607608, PD2521480",MATCHED,Data (Item Code),
item-84,Z680000Z021101,Plate OD.85 mm,BDM250024,MDPB-26-0129,,PD2521479,MATCHED,Data (Item Code),
item-85,B9420230107402,A0001-05-054 สลักล้อประครองหน้า,BDM250024,MDPB-26-0129,,PD2607609,MATCHED,Data (Item Code),SR2600017
item-86,B9420230107404,A0001-00-119 ฝาปิดล้อประครองข้าง,BDM250024,MDPB-26-0129,,PD2607610,MATCHED,Data (Item Code),SR2600017
item-87,B942023Z041101,A0001-05-118 BUSH สลักล้อประคอง,BDM250024,MDPB-26-0129,,PD2607611,MATCHED,Data (Item Code),SR2600017
