"Document number
 Reference",เลขที่โครงการ,ชื่อโครงการ,ประเภท,ชื่อเครื่องจักร,เลขที่ Item,ชื่อ Item,จำนวน,Production Order,"จำนวนPD
 /Act Line :",วันที่แจ้งดำเนินการ,เป้าหมายส่งมอบ 1,เป้าหมายส่งมอบ 2,เป้าหมายส่งมอบ 3,เป้าหมายส่งมอบ 4,เป้าหมายส่งมอบ 5,เป้าหมายล่าสุด,"PO/PR
 NO",หมายเหตุ,สถานะ,"Closed
 (*)"
EN 69-6-94,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0154,Z930101A021109,1-16 เพลาล้อหน้าBV(แบบใหม่),2,,,25/6/2026,11/8/2026,18/8/2026,,,,18/8/2026,,จ่าย Service เบิกแล้ว 19/8/26,ส่งแล้ว,*
EN 69-6-94,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0154,Z930101A021108,1-15 ล้อหน้าBV(แบบใหม่),2,,,25/6/2026,11/8/2026,18/8/2026,,,,18/8/2026,,จ่าย Service เบิกแล้ว 19/8/26,ส่งแล้ว,*
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z311000,Assy support drive wheel_Modify for Motor Rossi,1,PD2601354-PD2601382,29,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A02431A,1-9 Plate support wheel 1,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A02431B,1-10 Plate support wheel 2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A02431C,1-11 Plate support wheel 3,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A02431E,1-13 Housing,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z321000,Assy support wheel_Modify for Motor Rossi,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B131012A011600,1-48-Support Disc spring,40,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A011311,1-49 Support guide wheel,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A021600,1-71 Bush gear,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A021700,1-72 Torque arm,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A021800,1-77 Cover gear X,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A031600,1-24 Bush wheel 3,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A031700,1-25 Bush wheel 4,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A061300,1-83 Assy Torque arm,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z171100,1-8 Weld support wheel_Modify PH,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z171200,1-59 Weld Support Bottom Guide Wheel 2_Modify PH,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z181100,1-8.4 Weld support wheel_Modify PH-02,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281000,1-44 Assy Bottom Guide Wheel-V2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A024701,1-73 Plate torque arm 1,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A024703,1-75 Plate torque arm 3,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A024702,1-74 Plate torque arm 2,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A061301,1-84 Torque arm 2,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B637521A01133B,1-27 Reaction bolt,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B637521A01133C,1-28 Bush reaction bolt 1,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B637521A01133D,1-29 Bush reaction bolt 2,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z174101,Plate Merg-01,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A0143BE,1-35 Plate support wheel 5,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z174102,1-34 Plate support wheel 4_Modify PH,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281100,1-45 Guide wheel-V2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281200,1-46 Shaft guide wheel-V2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281300,1-47 Bush guide wheel 1-V2,8,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281400,1-48 Bush guide wheel 2-V2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z281500,Plate cover,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A031400,1-22 Wheel,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A031303,1-14 Shaft for Drive Wheel 2,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A021306,1-18 Suppport bearing 1,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A021307,1-19 Suppport bearing 2,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026Z211000,1-22 Bush Bolt,20,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A011302,1-51 Assy cleaning rubber,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A01132A,1-52 Cleaning rubber,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A01132B,1-53 Plate cleaning rubber,2,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B631526A01132C,1-54 Bush cleaning rubber,4,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-2-63,MA2500047,MA Dohome สาขาบุรีรัมย์ เริ่ม 11/11/2568-10/11/2569,เอกสาร 04,,B763026A031304,1-15 Shaft for Idel Wheel 2,1,,,19/2/2026,28/7/2026,14/8/2026,31/8/2026,,,31/8/2026,,,,
EN 69-6-10,BDM250041,BDM Morakot มรกต 15/11/2568-14/11/2569,เอกสาร 04,MDPB-26-0135,B9420230504401,A0001-06-033 ปลอกสไลด์,4,PD2605611,1,17/6/2026,21/8/2026,,,,,21/8/2026,,คลังส่งแล้ว 21/8/26,ส่งแล้ว,*
EN 69-6-10,BDM250041,BDM Morakot มรกต 15/11/2568-14/11/2569,เอกสาร 04,MDPB-26-0135,B9420230599405,A0001-06-061 แหวนรองหัวสปริง,4,PD2605612,1,17/6/2026,21/8/2026,,,,,21/8/2026,,คลังส่งแล้ว 21/8/26,ส่งแล้ว,*
EN 69-6-10,BDM250041,BDM Morakot มรกต 15/11/2568-14/11/2569,เอกสาร 04,MDPB-26-0135,2140201000,แหวนสปริง ชุบ M 10,4,,,17/6/2026,21/8/2026,,,,,21/8/2026,,,ส่งแล้ว,*
EN 69-6-10,BDM250041,BDM Morakot มรกต 15/11/2568-14/11/2569,เอกสาร 04,MDPB-26-0135,2260519100,สกรูหัวหกเหลี่ยม M10X1.5 X90 MM ชุบซิงค์ แข็ง 8.8,4,,,17/6/2026,21/8/2026,,,,,21/8/2026,,,ส่งแล้ว,*
EN 69-6-10,BDM250041,BDM Morakot มรกต 15/11/2568-14/11/2569,เอกสาร 04,MDPB-26-0135,2512301000,สปริงกด ลวด 3MM นอก 25MM ใน19MM ยาว65MM (D-48),4,,,17/6/2026,21/8/2026,,,,,21/8/2026,,,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,B631526A011303,1-37 Shaft for Drive Wheel 1,1,PD2605058-PD2605060,3,15/6/2026,,,,,,,,23/7/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,B631526A011304,1-38 Shaft for Idel Wheel 1,1,,,15/6/2026,,,,,,,,23/7/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,B631526A011313,1-36 Wheel,2,,,15/6/2026,,,,,,,,23/7/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2T20200000,ตลับลูกปืน 22220EAD1C3,4,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2C00800001,POWER LOCK PL120X165 AD-N TSUBAKI,2,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2A01500001,LOCK WASHER AW20 NTN,4,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2991400001,LOCK NUT AN20 NTN,4,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2234100000,ซีลน้ำมัน TC 120-160-12 NBR,4,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2480406400,สกรูหัวจม M8x1.25 x30 mm รมดำ แข็ง 12,24,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-11,BDM260002,BDM Dohome DC 23/12/2568-22/12/2569,เอกสาร 04,MDPB-26-0063,2480813100,สกรูหัวจม M16X2 X60 MM ชุบซิงค์ แข็ง12.9,16,,,15/6/2026,,,,,,,,25/2/26,ส่งแล้ว,*
EN 69-6-43,SV2600006,งานปรับปรุงระบบรับพาเลทขนาดใหม่- บุญถาวร รีเทล คอร์ปอเรชั่น,เอกสาร 04,MDPB-26-0140,C211A15I011501,IJ-01-1 แผ่นยึด Sensor+แผ่นสะท้อน-45,60,PD2605614,1,19/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-44,WM2600003,WM KKF Modification Project เริ่ม 1/4/69 - 31/3/70,เอกสาร 04,MDPB-26-0147,A910612J01121E,05-110 เพลาขับเพลาหกเหลี่ยม,1,PD2605613,1,19/6/2026,,,,,,,,14/7/26,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z371000,1-00 Ass'y Bottom Guide Wheel -บ่อวิน_2025,2,PD2605978 - PD2605990,13,23/6/2026,,,,,,,,14/7/26,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z371100,1-01 Weld Support Bottom Guide Wheel -บ่อวิน_2025,2,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z374104,1-04 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,4,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z374101,1-05 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,12,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z374102,1-06 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,8,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z374103,1-02 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,2,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271000,2-00-00 Ass'y Support Distant,1,,,23/6/2026,,,,,,,,14/7/26,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271100,2-00-2 Plate Support Distant 2,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271200,2-00-01 Plate Support Distant 1,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271300,2-00-3 Support Distant 3,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271400,2-00-4 Support Distant 4,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271500,2-00-5 Support Distant 5,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-73,MA2500045,MA Dohome สาขาบ่อวิน เริ่ม 5/10/2568-4/10/2569,เอกสาร 04,MDPB-26-0145,B763026Z271600,2-00-6 Support Distant 6,1,,,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-6-78,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0123,E1000000002T12,REMOTE MANUAL CONTROL,2,PD2605977,1,23/6/2026,,,,,,,,,ส่งแล้ว,*
EN 69-7-40,MA2600014,MA IMCO 1-6-2569-31/5/2570,เอกสาร 04,MDPB-26-0163,Z6K0000Z201000,04-95 หัวยึดกระบอกไฮดรอลิค-2(Modify),1,PD2607201,1,9/7/2026,13/8/2026,14/8/2026,,,,14/8/2026,,,ส่งแล้ว,*
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0161,Z620000Z031101,D0-00 ชุดฐานล้อ (บุญถาวร),6,PD2607205-PD2607213,9,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2570,เอกสาร 04,MDPB-26-0161,R311014E013100,EA-01 ชุดอัด Bearing Swing ล้อ RGV,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2571,เอกสาร 04,MDPB-26-0161,Z620000Z031102,EC-02 ชุดเพลา Swing ล้อ RGV บุญถาวร,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2572,เอกสาร 04,MDPB-26-0161,R311014E011101,EB-01 ดุม Bearing Swing ล้อ RGV,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2573,เอกสาร 04,MDPB-26-0161,R321014A0111DB,EB-02 Bush ดุม Bearing Swing ล้อ RGV,12,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2574,เอกสาร 04,MDPB-26-0161,Z620000Z031103,EE-02 เพลา Swing ล้อ RGV บุญถาวร,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2575,เอกสาร 04,MDPB-26-0161,R311014E01421A,EE-01-1 เพลา Swing ล้อ (Plate),6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2576,เอกสาร 04,MDPB-26-0161,Z620000Z034101,EE-02-2 เพลาชุด Swing ล้อ (Shalf) บุญถาวร,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-48,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2577,เอกสาร 04,MDPB-26-0161,R311014E011202,EF-01 แผ่นปิดเพลา Swing ล้อ RGV,6,,,13/7/2026,28/7/2026,3/9/2026,,,,,,คลังจัดส่งออฟฟิศ กทม แล้ว 4/9/26,ส่งแล้ว,-
EN 69-7-79,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0170,B9420230199401,A0001-00-093 BUSH ดันเฟืองโซ่ล่าง,2,PD2607324-PD2607328,5,21/7/2026,,,,,,,,เป้าหมาย1 เป็นการประมาณการไว้,,
EN 69-7-79,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0170,Z6F0100A011105,A0001-03-131 แบบประกอบชุดเฟืองโซ่คู่,1,,,21/7/2026,,,,,,,,เป้าหมาย1 เป็นการประมาณการไว้,,
EN 69-7-80,BDM260011,BDM AAI 1/01/2569 - 31/12/2570,เอกสาร 04,MDPB-26-0170,B9420230108401,A0001-00-085 แกนยึดเฟืองโซ่ ตัวล่างคู่2,1,,,21/7/2026,,,,,,,,เป้าหมาย1 เป็นการประมาณการไว้,,
EN 69-7-81,BDM260012,BDM AAI 1/01/2569 - 31/12/2571,เอกสาร 04,MDPB-26-0170,B9420230700100,A0001-03-116 ประกอบลูกปืนเฟือง 15 ฟัน,2,,,21/7/2026,,,,,,,,เป้าหมาย1 เป็นการประมาณการไว้,,
EN 69-7-82,BDM260013,BDM AAI 1/01/2569 - 31/12/2572,เอกสาร 04,MDPB-26-0170,B9420230099401,A0001-00-092 Bush เฟืองโซ่ล่าง 2,2,,,21/7/2026,,,,,,,,เป้าหมาย1 เป็นการประมาณการไว้,,
EN 69-7-95,BDM250012,BDM ขอนแก่นแหอวนคลังตลาด 3/1/2568-02/01/2569,เอกสาร 04,MDPB-26-0173,J121012Z051000,SC-04-3 Assy Drive Wheel-1_Modify,4,PD2607372-PD2607373,2,24/7/2026,26/8/2026,,,,,,,คาดว่าจะผลิตเสร็จ 22/8/69,ส่งแล้ว,*
EN 69-7-95,BDM250012,BDM ขอนแก่นแหอวนคลังตลาด 3/1/2568-02/01/2569,เอกสาร 04,MDPB-26-0173,J121012Z051100,SC-04-3 Wheel-1_Modify,4,,,24/7/2026,26/8/2026,,,,,,,คาดว่าจะผลิตเสร็จ 22/8/69,ส่งแล้ว,*
EN 69-8-16,BDM260009,BDM เค.อาร์.อุตสาหกรรมพลาสติก 13/12/2568 - 12/12/2569,เอกสาร 04,MDPB-26-0184,B9420230502409,A0001-06-044 ฐานเซ็นเซอร์,4,PD2607559,1,5/8/2026,25/8/2026,,,,,,,,,
EN 69-8-16,BDM260009,BDM เค.อาร์.อุตสาหกรรมพลาสติก 13/12/2568 - 12/12/2569,เอกสาร 04,MDPB-26-0184,2480301300,สกรูหัวจม M6x1 x10 mm รมดำ,8,,,5/8/2026,25/8/2026,,,,,,,คลังจ่ายแล้ว 21/8/26,,
EN 69-8-16,BDM260009,BDM เค.อาร์.อุตสาหกรรมพลาสติก 13/12/2568 - 12/12/2569,เอกสาร 04,MDPB-26-0184,2140114000,แหวนสปริง เหล็ก M6,8,,,5/8/2026,25/8/2026,,,,,,,คลังจ่ายแล้ว 21/8/26,,
EN 69-8-16,BDM260009,BDM เค.อาร์.อุตสาหกรรมพลาสติก 13/12/2568 - 12/12/2569,เอกสาร 04,MDPB-26-0184,2150115000,แหวนอีแปะ ชุบ M6,8,,,5/8/2026,25/8/2026,,,,,,,คลังจ่ายแล้ว 21/8/26,,
EN 69-6-6,SR2500002,SR KTT เริ่ม 10/5/68-9/5/69,เอกสาร 04,MDPB-26-0141,Z8M0000Z061000,01-1-Weld top rail Crane-1,4,PD2605582 - PD2605584,3,17/6/2026,,,,,,,,คลััง ส่ง 7/8/26,ส่งแล้ว,*
